activated,significance,energy_consumed,processing_time,threshold_used,ground_truth,dataset_name,config_name
True,0.37699417453268314,10.107976698130733,0.0011884970872663417,0.92,0,financial,baseline_linear
True,0.6051544610478218,11.020617844191287,0.001302577230523911,0.92,1,financial,baseline_linear
False,0.4402956241065925,0.5,8.560001151636243e-05,0.92,0,financial,baseline_linear
False,0.3544371659825507,0.5,8.399999933317304e-05,0.92,0,financial,baseline_linear
False,0.2691458985935727,0.5,8.450000314041972e-05,0.92,0,financial,baseline_linear
True,0.34455897042696343,9.978235881707855,0.0011722794852134816,0.92,0,financial,baseline_linear
False,0.674216429001383,0.5,8.47000046633184e-05,0.92,1,financial,baseline_linear
True,0.26432528030950864,9.657301121238035,0.0011321626401547542,0.92,0,financial,baseline_linear
True,0.44245072835501165,10.369802913420047,0.001221225364177506,0.92,0,financial,baseline_linear
True,0.3435455191710386,9.974182076684153,0.0011717727595855192,0.92,0,financial,baseline_linear
False,0.4207025997884784,0.5,8.520000847056508e-05,0.92,0,financial,baseline_linear
True,0.38103057785171723,10.12412231140687,0.0011905152889258586,0.92,0,financial,baseline_linear
True,0.41830459548410637,10.273218381936426,0.0012091522977420532,0.92,0,financial,baseline_linear
False,0.387369609375887,0.5,8.839997462928295e-05,0.92,0,financial,baseline_linear
False,0.3274539834738042,0.5,8.590001380071044e-05,0.92,0,financial,baseline_linear
True,0.28689047719893196,9.747561908795728,0.001143445238599466,0.92,0,financial,baseline_linear
False,0.33192324228018827,0.5,8.550001075491309e-05,0.92,0,financial,baseline_linear
True,0.3252644399540519,9.901057759816208,0.001162632219977026,0.92,0,financial,baseline_linear
False,0.26863132515418203,0.5,8.399999933317304e-05,0.92,0,financial,baseline_linear
False,0.4755615472402517,0.5,8.36000544950366e-05,0.92,0,financial,baseline_linear
True,0.3008083640136098,9.80323345605444,0.0011504041820068049,0.92,0,financial,baseline_linear
True,0.35240829681174984,10.009633187247,0.001176204148405875,0.92,0,financial,baseline_linear
True,0.31956587732203623,9.878263509288145,0.001159782938661018,0.92,0,financial,baseline_linear
True,0.3801430321715893,10.120572128686357,0.0011900715160857948,0.92,0,financial,baseline_linear
True,0.3728257530738081,10.091303012295233,0.001186412876536904,0.92,0,financial,baseline_linear
False,0.36795109877088683,0.5,8.460000390186906e-05,0.92,0,financial,baseline_linear
True,0.3779395214873084,10.111758085949234,0.0011889697607436543,0.92,0,financial,baseline_linear
False,0.38555765805407266,0.5,8.480000542476773e-05,0.92,0,financial,baseline_linear
False,0.3481743895207039,0.5,8.530000923201442e-05,0.92,0,financial,baseline_linear
True,0.5243749817965784,10.697499927186316,0.0012621874908982892,0.92,1,financial,baseline_linear
True,0.4058574330772371,10.223429732308949,0.0012029287165386186,0.92,0,financial,baseline_linear
False,0.33066600472224605,0.5,9.300000965595245e-05,0.92,0,financial,baseline_linear
False,0.3373619441243968,0.5,8.680002065375447e-05,0.92,0,financial,baseline_linear
True,0.2898462823849071,9.759385129539629,0.0011449231411924537,0.92,0,financial,baseline_linear
False,0.35521517159293176,0.5,0.0001162000116892159,0.92,0,financial,baseline_linear
True,0.2868539297824142,9.747415719129657,0.0011434269648912072,0.92,0,financial,baseline_linear
False,0.43727423488902206,0.5,8.66000191308558e-05,0.92,0,financial,baseline_linear
True,0.4014673924782498,10.205869569912998,0.0012007336962391248,0.92,0,financial,baseline_linear
True,0.32735772236979854,9.909430889479195,0.0011636788611848995,0.92,0,financial,baseline_linear
True,0.46142077733568754,10.44568310934275,0.0012307103886678439,0.92,0,financial,baseline_linear
False,0.46937734540699866,0.5,8.410000009462237e-05,0.92,0,financial,baseline_linear
False,0.33792649443414113,0.5,8.560001151636243e-05,0.92,0,financial,baseline_linear
False,0.4183878827087913,0.5,8.460000390186906e-05,0.92,0,financial,baseline_linear
False,0.38250353092738604,0.5,8.369999704882503e-05,0.92,0,financial,baseline_linear
True,0.4140173385488135,10.256069354195255,0.0012070086692744066,0.92,0,financial,baseline_linear
True,0.5595382232774906,10.838152893109964,0.0012797691116387454,0.92,0,financial,baseline_linear
False,0.41715423868832857,0.5,8.519995026290417e-05,0.92,0,financial,baseline_linear
False,0.48435056185287473,0.5,8.399999933317304e-05,0.92,0,financial,baseline_linear
True,0.402837781688327,10.211351126753309,0.0012014188908441635,0.92,0,financial,baseline_linear
True,0.5220059774795834,10.688023909918334,0.0012610029887397919,0.92,1,financial,baseline_linear
False,0.4659072883647486,0.5,8.490000618621707e-05,0.92,0,financial,baseline_linear
True,0.26357988366319784,9.65431953465279,0.0011317899418315988,0.92,0,financial,baseline_linear
True,0.329324321827009,9.917297287308037,0.0011646621609135046,0.92,0,financial,baseline_linear
True,0.30523433896922597,9.820937355876904,0.001152617169484613,0.92,0,financial,baseline_linear
True,0.3836594699429744,10.134637879771898,0.0011918297349714873,0.92,0,financial,baseline_linear
False,0.42047552986604886,0.5,8.830003207549453e-05,0.92,0,financial,baseline_linear
False,0.29899631228617873,0.5,8.570001227781177e-05,0.92,0,financial,baseline_linear
False,0.40149445553214314,0.5,8.47000046633184e-05,0.92,0,financial,baseline_linear
True,0.2905143661448166,9.762057464579266,0.0011452571830724084,0.92,0,financial,baseline_linear
False,0.3302528971469006,0.5,8.589995559304953e-05,0.92,0,financial,baseline_linear
False,0.36858877002305507,0.5,8.480000542476773e-05,0.92,0,financial,baseline_linear
False,0.3459618387937366,0.5,9.019998833537102e-05,0.92,0,financial,baseline_linear
True,0.47227804936396645,10.489112197455865,0.0012361390246819833,0.92,0,financial,baseline_linear
False,0.3417297668267721,0.5,8.510000770911574e-05,0.92,0,financial,baseline_linear
True,0.37528974324586806,10.101158972983471,0.001187644871622934,0.92,0,financial,baseline_linear
False,0.342097806200643,0.5,8.540000999346375e-05,0.92,0,financial,baseline_linear
True,0.47365702660394726,10.494628106415789,0.0012368285133019736,0.92,0,financial,baseline_linear
True,0.32018894975419454,9.880755799016779,0.0011600944748770972,0.92,0,financial,baseline_linear
True,0.2864904542611036,9.745961817044414,0.0011432452271305518,0.92,0,financial,baseline_linear
True,0.37973805443924824,10.118952217756993,0.0011898690272196242,0.92,0,financial,baseline_linear
False,0.3245944862970615,0.5,9.099999442696571e-05,0.92,0,financial,baseline_linear
False,0.2613771291596527,0.5,8.9899986051023e-05,0.92,0,financial,baseline_linear
True,0.378782740432575,10.1151309617303,0.0011893913702162875,0.92,0,financial,baseline_linear
True,0.4007520770982307,10.203008308392922,0.0012003760385491155,0.92,0,financial,baseline_linear
False,0.2704578427889374,0.5,8.979998528957367e-05,0.92,0,financial,baseline_linear
False,0.32414160326107044,0.5,8.919998072087765e-05,0.92,0,financial,baseline_linear
False,0.33671713612803844,0.5,8.809997234493494e-05,0.92,0,financial,baseline_linear
True,0.29945450610760377,9.797818024430414,0.0011497272530538018,0.92,0,financial,baseline_linear
False,0.29766098924976353,0.5,9.06999921426177e-05,0.92,0,financial,baseline_linear
True,0.424763977414062,10.299055909656248,0.0012123819887070312,0.92,0,financial,baseline_linear
True,0.3231239977067872,9.892495990827149,0.0011615619988533936,0.92,0,financial,baseline_linear
False,0.3867835951265966,0.5,8.759996853768826e-05,0.92,0,financial,baseline_linear
True,0.3083149471839823,9.83325978873593,0.001154157473591991,0.92,0,financial,baseline_linear
False,0.38564661025949515,0.5,0.00010619999375194311,0.92,0,financial,baseline_linear
False,0.38661676939825224,0.5,8.789997082203627e-05,0.92,0,financial,baseline_linear
True,0.4589938278646595,10.435975311458638,0.0012294969139323298,0.92,0,financial,baseline_linear
True,0.5783181811954788,10.913272724781917,0.0012891590905977396,0.92,1,financial,baseline_linear
False,0.4510194426023365,0.5,8.50000069476664e-05,0.92,0,financial,baseline_linear
True,0.3633823319161101,10.05352932766444,0.0011816911659580551,0.92,0,financial,baseline_linear
False,0.32800401376800054,0.5,8.58000130392611e-05,0.92,0,financial,baseline_linear
True,0.2929880137378831,9.771952054951532,0.0011464940068689415,0.92,0,financial,baseline_linear
True,0.3911702896529249,10.1646811586117,0.0011955851448264625,0.92,0,financial,baseline_linear
True,0.3622438357289715,10.048975342915886,0.0011811219178644858,0.92,0,financial,baseline_linear
True,0.40622607519831433,10.224904300793257,0.0012031130375991573,0.92,0,financial,baseline_linear
True,0.3796514957404469,10.118605982961787,0.0011898257478702235,0.92,0,financial,baseline_linear
False,0.26339526935456853,0.5,8.590001380071044e-05,0.92,0,financial,baseline_linear
True,0.3068920162761964,9.827568065104787,0.0011534460081380983,0.92,0,financial,baseline_linear
False,0.3591347976276668,0.5,8.570001227781177e-05,0.92,0,financial,baseline_linear
True,0.3555081640258729,10.022032656103491,0.0011777540820129364,0.92,0,financial,baseline_linear
False,0.6841639632372946,0.5,8.480000542476773e-05,0.92,1,financial,baseline_linear
True,0.4658079757168789,10.463231902867516,0.0012329039878584394,0.92,0,financial,baseline_linear
False,0.4836096934197744,0.5,8.490000618621707e-05,0.92,0,financial,baseline_linear
False,0.4694117382935333,0.5,8.47000046633184e-05,0.92,0,financial,baseline_linear
True,0.31058626625728636,9.842345065029146,0.0011552931331286433,0.92,0,financial,baseline_linear
False,0.392649037160295,0.5,8.460000390186906e-05,0.92,0,financial,baseline_linear
False,0.4077227123800907,0.5,8.860003435984254e-05,0.92,0,financial,baseline_linear
True,0.3456306257237824,9.98252250289513,0.0011728153128618914,0.92,0,financial,baseline_linear
True,0.4096957521393683,10.238783008557474,0.0012048478760696842,0.92,0,financial,baseline_linear
False,0.3715731431192521,0.5,8.450000314041972e-05,0.92,0,financial,baseline_linear
True,0.4699766799228773,10.479906719691508,0.0012349883399614386,0.92,0,financial,baseline_linear
True,0.3427077295257288,9.970830918102916,0.0011713538647628644,0.92,0,financial,baseline_linear
False,0.29043211473452674,0.5,8.349999552592635e-05,0.92,0,financial,baseline_linear
False,0.35836513090080224,0.5,8.480000542476773e-05,0.92,0,financial,baseline_linear
True,0.37414438073151063,10.096577522926042,0.0011870721903657552,0.92,0,financial,baseline_linear
True,0.32724895624143907,9.908995824965757,0.0011636244781207195,0.92,0,financial,baseline_linear
False,0.4282857979310871,0.5,8.800002979114652e-05,0.92,0,financial,baseline_linear
False,0.4358012401481377,0.5,9.249994764104486e-05,0.92,0,financial,baseline_linear
True,0.36484940632196156,10.059397625287845,0.0011824247031609807,0.92,0,financial,baseline_linear
True,0.3633282367820358,10.053312947128143,0.001181664118391018,0.92,0,financial,baseline_linear
False,0.5254588741322683,0.5,8.520000847056508e-05,0.92,1,financial,baseline_linear
True,0.3756459261947791,10.102583704779116,0.0011878229630973897,0.92,0,financial,baseline_linear
True,0.3760751228293752,10.1043004913175,0.0011880375614146876,0.92,0,financial,baseline_linear
True,0.35523422301915236,10.02093689207661,0.0011776171115095763,0.92,0,financial,baseline_linear
True,0.42476099176053383,10.299043967042136,0.0012123804958802669,0.92,0,financial,baseline_linear
True,0.28423476126886643,9.736939045075466,0.0011421173806344333,0.92,0,financial,baseline_linear
False,0.5033914625769844,0.5,8.559995330870152e-05,0.92,0,financial,baseline_linear
False,0.4758748887213011,0.5,8.47000046633184e-05,0.92,0,financial,baseline_linear
False,0.5040661325633365,0.5,8.739996701478958e-05,0.92,0,financial,baseline_linear
True,0.45761821298153244,10.430472851926131,0.0012288091064907663,0.92,0,financial,baseline_linear
True,0.29842106168547156,9.793684246741886,0.0011492105308427358,0.92,0,financial,baseline_linear
False,0.40002543891793885,0.5,8.600001456215978e-05,0.92,0,financial,baseline_linear
False,0.3427514950571757,0.5,8.570001227781177e-05,0.92,0,financial,baseline_linear
False,0.4114450433235039,0.5,8.550001075491309e-05,0.92,0,financial,baseline_linear
False,0.47383434030589805,0.5,8.490000618621707e-05,0.92,0,financial,baseline_linear
False,0.43727711575438655,0.5,8.550001075491309e-05,0.92,0,financial,baseline_linear
True,0.2686038033111831,9.674415213244734,0.0011343019016555917,0.92,0,financial,baseline_linear
True,0.5159221143203108,10.663688457281243,0.0012579610571601554,0.92,0,financial,baseline_linear
True,0.3307814542956973,9.923125817182788,0.0011653907271478485,0.92,0,financial,baseline_linear
True,0.3702769903652665,10.081107961461067,0.0011851384951826335,0.92,0,financial,baseline_linear
True,0.311941438517378,9.847765754069512,0.001155970719258689,0.92,0,financial,baseline_linear
False,0.41296585594699337,0.5,8.610001532360911e-05,0.92,0,financial,baseline_linear
True,0.3884004687590255,10.153601875036102,0.0011942002343795128,0.92,0,financial,baseline_linear
False,0.2931858724326321,0.5,8.650001836940646e-05,0.92,0,financial,baseline_linear
True,0.36254847625755826,10.050193905030232,0.001181274238128779,0.92,0,financial,baseline_linear
False,0.37279344706138867,0.5,8.599995635449886e-05,0.92,0,financial,baseline_linear
True,0.3390528307968981,9.956211323187594,0.001169526415398449,0.92,0,financial,baseline_linear
True,0.38526321693151433,10.141052867726057,0.0011926316084657571,0.92,0,financial,baseline_linear
True,0.3447002860553383,9.978801144221354,0.001172350143027669,0.92,0,financial,baseline_linear
False,0.452443014802667,0.5,8.570001227781177e-05,0.92,0,financial,baseline_linear
True,0.4182781902450034,10.273112760980014,0.0012091390951225016,0.92,0,financial,baseline_linear
False,0.43855138345718453,0.5,8.700002217665315e-05,0.92,0,financial,baseline_linear
True,0.43954336693349755,10.35817346773399,0.0012197716834667486,0.92,0,financial,baseline_linear
False,0.4842129543092142,0.5,8.50000069476664e-05,0.92,0,financial,baseline_linear
True,0.314877951710218,9.859511806840873,0.001157438975855109,0.92,0,financial,baseline_linear
False,0.3354190812714623,0.5,9.74999857135117e-05,0.92,0,financial,baseline_linear
True,0.3870317286107553,10.14812691444302,0.0011935158643053775,0.92,0,financial,baseline_linear
False,0.33159537583951243,0.5,8.66000191308558e-05,0.92,0,financial,baseline_linear
False,0.4044521983334049,0.5,8.520000847056508e-05,0.92,0,financial,baseline_linear
True,0.33797566747724206,9.95190266990897,0.0011689878337386211,0.92,0,financial,baseline_linear
False,0.4127166618558303,0.5,8.530000923201442e-05,0.92,0,financial,baseline_linear
False,0.3390297863825793,0.5,8.869997691363096e-05,0.92,0,financial,baseline_linear
False,0.4785074006463212,0.5,8.399999933317304e-05,0.92,0,financial,baseline_linear
True,0.26969296174421803,9.678771846976872,0.001134846480872109,0.92,0,financial,baseline_linear
True,0.4205714972421322,10.28228598896853,0.0012102857486210661,0.92,0,financial,baseline_linear
False,0.3888791068946997,0.5,8.520000847056508e-05,0.92,0,financial,baseline_linear
False,0.3803393936125681,0.5,8.430000161752105e-05,0.92,0,financial,baseline_linear
False,0.4323024104280323,0.5,8.38999985717237e-05,0.92,0,financial,baseline_linear
True,0.4122969863227256,10.249187945290902,0.0012061484931613629,0.92,0,financial,baseline_linear
True,0.3731926075351496,10.092770430140598,0.001186596303767575,0.92,0,financial,baseline_linear
True,0.2957487941920351,9.782995176768141,0.0011478743970960174,0.92,0,financial,baseline_linear
False,0.30819509891109176,0.5,8.440000237897038e-05,0.92,0,financial,baseline_linear
False,0.3044362769752059,0.5,8.790002902969718e-05,0.92,0,financial,baseline_linear
False,0.3567166929514117,0.5,8.480000542476773e-05,0.92,0,financial,baseline_linear
True,0.3161851492233643,9.864740596893459,0.0011580925746116821,0.92,0,financial,baseline_linear
True,0.30272659426446685,9.810906377057867,0.0011513632971322334,0.92,0,financial,baseline_linear
True,0.3625279869824114,10.050111947929645,0.0011812639934912056,0.92,0,financial,baseline_linear
False,0.3314232718643415,0.5,8.509994950145483e-05,0.92,0,financial,baseline_linear
True,0.3905846367485943,10.162338546994377,0.0011952923183742971,0.92,0,financial,baseline_linear
False,0.34582135093831307,0.5,8.489994797855616e-05,0.92,0,financial,baseline_linear
True,0.49936579550603105,10.597463182024123,0.0012496828977530154,0.92,0,financial,baseline_linear
False,0.4351968032112723,0.5,8.499994874000549e-05,0.92,0,financial,baseline_linear
False,0.4603973884712275,0.5,8.47000046633184e-05,0.92,0,financial,baseline_linear
True,0.34447502730694113,9.977900109227765,0.0011722375136534707,0.92,0,financial,baseline_linear
False,0.383281169598662,0.5,0.00010030000703409314,0.92,0,financial,baseline_linear
True,0.27790603618250875,9.711624144730035,0.0011389530180912545,0.92,0,financial,baseline_linear
True,0.5709877725821866,10.883951090328747,0.0012854938862910932,0.92,1,financial,baseline_linear
True,0.418090506978369,10.272362027913477,0.0012090452534891845,0.92,0,financial,baseline_linear
True,0.34157783038343204,9.966311321533729,0.0011707889151917161,0.92,0,financial,baseline_linear
True,0.4282709742857794,10.313083897143118,0.0012141354871428897,0.92,0,financial,baseline_linear
False,0.34522213933620804,0.5,8.379999781027436e-05,0.92,0,financial,baseline_linear
False,0.3644409971452234,0.5,8.420000085607171e-05,0.92,0,financial,baseline_linear
False,0.36003549622969927,0.5,8.460000390186906e-05,0.92,0,financial,baseline_linear
True,0.38470101579683924,10.138804063187356,0.0011923505078984195,0.92,0,financial,baseline_linear
True,0.33279184515800614,9.931167380632024,0.001166395922579003,0.92,0,financial,baseline_linear
False,0.40551016243703814,0.5,8.87999776750803e-05,0.92,0,financial,baseline_linear
True,0.32675797429093373,9.907031897163735,0.001163378987145467,0.92,0,financial,baseline_linear
True,0.3245916149249774,9.89836645969991,0.0011622958074624888,0.92,0,financial,baseline_linear
False,0.47644873967205037,0.5,8.510000770911574e-05,0.92,0,financial,baseline_linear
True,0.40672586009823025,10.226903440392922,0.0012033629300491151,0.92,0,financial,baseline_linear
False,0.3289310714170581,0.5,8.530000923201442e-05,0.92,0,financial,baseline_linear
False,0.4139517636491041,0.5,8.420000085607171e-05,0.92,0,financial,baseline_linear
False,0.40216556089016375,0.5,8.490000618621707e-05,0.92,0,financial,baseline_linear
True,0.3710960801787708,10.084384320715083,0.0011855480400893854,0.92,0,financial,baseline_linear
True,0.27853095360208224,9.714123814408328,0.0011392654768010411,0.92,0,financial,baseline_linear
False,0.33356788868634313,0.5,8.520000847056508e-05,0.92,0,financial,baseline_linear
False,0.3665675612851168,0.5,9.370001498609781e-05,0.92,0,financial,baseline_linear
False,0.39882039662046476,0.5,9.350001346319914e-05,0.92,0,financial,baseline_linear
False,0.5452055380805572,0.5,8.630001684650779e-05,0.92,0,financial,baseline_linear
False,0.3951737098553881,0.5,8.890003664419055e-05,0.92,0,financial,baseline_linear
True,0.6441163155227387,11.176465262090955,0.0013220581577613696,0.92,1,financial,baseline_linear
False,0.35893169808662384,0.5,8.629995863884687e-05,0.92,0,financial,baseline_linear
True,0.37277566797358436,10.091102671894339,0.001186387833986792,0.92,0,financial,baseline_linear
True,0.34691428578844374,9.987657143153776,0.0011734571428942218,0.92,0,financial,baseline_linear
True,0.41533040056903714,10.26132160227615,0.0012076652002845185,0.92,0,financial,baseline_linear
True,0.5598126429977883,10.839250571991153,0.0012799063214988943,0.92,1,financial,baseline_linear
True,0.6054739825636631,11.021895930254653,0.0013027369912818317,0.92,1,financial,baseline_linear
False,0.40726821063264684,0.5,9.47999651543796e-05,0.92,0,financial,baseline_linear
True,0.3102838225594783,9.841135290237913,0.0011551419112797393,0.92,0,financial,baseline_linear
False,0.3141315927996192,0.5,8.620001608505845e-05,0.92,0,financial,baseline_linear
True,0.39537923900297073,10.181516956011883,0.0011976896195014855,0.92,0,financial,baseline_linear
False,0.4090578126069154,0.5,9.480002336204052e-05,0.92,0,financial,baseline_linear
True,0.28164791048740956,9.726591641949637,0.0011408239552437047,0.92,0,financial,baseline_linear
False,0.37663164190829646,0.5,8.540000999346375e-05,0.92,0,financial,baseline_linear
False,0.32802608606816197,0.5,8.550001075491309e-05,0.92,0,financial,baseline_linear
False,0.4547019377250502,0.5,8.530000923201442e-05,0.92,0,financial,baseline_linear
False,0.3145479200986276,0.5,8.519995026290417e-05,0.92,0,financial,baseline_linear
False,0.2480058149785676,0.5,8.420000085607171e-05,0.92,0,financial,baseline_linear
False,0.3441358475153425,0.5,8.829997386783361e-05,0.92,0,financial,baseline_linear
True,0.29432482448849273,9.777299297953972,0.0011471624122442463,0.92,0,financial,baseline_linear
True,0.3393652832964138,9.957461133185655,0.001169682641648207,0.92,0,financial,baseline_linear
True,0.3615153892371075,10.04606155694843,0.0011807576946185538,0.92,0,financial,baseline_linear
True,0.3502796049900201,10.00111841996008,0.00117513980249501,0.92,0,financial,baseline_linear
False,0.32059527404311167,0.5,8.58000130392611e-05,0.92,0,financial,baseline_linear
False,0.41142658756544737,0.5,8.550001075491309e-05,0.92,0,financial,baseline_linear
False,0.3488562949958222,0.5,8.560001151636243e-05,0.92,0,financial,baseline_linear
True,0.40145409261999127,10.205816370479965,0.0012007270463099957,0.92,0,financial,baseline_linear
True,0.41309725180054824,10.252389007202193,0.001206548625900274,0.92,0,financial,baseline_linear
True,0.30254723030023706,9.810188921200949,0.0011512736151501187,0.92,0,financial,baseline_linear
False,0.3311415500121438,0.5,9.440002031624317e-05,0.92,0,financial,baseline_linear
True,0.3985678655216183,10.194271462086475,0.0011992839327608091,0.92,0,financial,baseline_linear
False,0.5263118269858477,0.5,9.279994992539287e-05,0.92,0,financial,baseline_linear
True,0.44956344360582107,10.398253774423283,0.0012247817218029105,0.92,0,financial,baseline_linear
False,0.40385161971529165,0.5,9.520002640783787e-05,0.92,0,financial,baseline_linear
True,0.39049766676998166,10.161990667079927,0.001195248833384991,0.92,0,financial,baseline_linear
False,0.3258753177534854,0.5,9.320001117885113e-05,0.92,0,financial,baseline_linear
True,0.42629822515197247,10.30519290060789,0.0012131491125759865,0.92,0,financial,baseline_linear
True,0.3952027525882525,10.180811010353011,0.0011976013762941262,0.92,0,financial,baseline_linear
False,0.2898252402738341,0.5,8.630001684650779e-05,0.92,0,financial,baseline_linear
False,0.3386350212793832,0.5,0.00011640001321211457,0.92,0,financial,baseline_linear
True,0.7103146928099795,11.441258771239918,0.0013551573464049898,0.92,1,financial,baseline_linear
False,0.5074712499491544,0.5,8.590001380071044e-05,0.92,0,financial,baseline_linear
True,0.500610691568407,10.60244276627363,0.0012503053457842035,0.92,0,financial,baseline_linear
False,0.47442126928166944,0.5,8.540000999346375e-05,0.92,0,financial,baseline_linear
True,0.5921844443911041,10.968737777564415,0.001296092222195552,0.92,1,financial,baseline_linear
False,0.5958022670929672,0.5,9.50000248849392e-05,0.92,1,financial,baseline_linear
True,0.5757124883990495,10.902849953596197,0.0012878562441995247,0.92,1,financial,baseline_linear
False,0.5671272954229418,0.5,8.820003131404519e-05,0.92,1,financial,baseline_linear
False,0.3818770440508481,0.5,8.58000130392611e-05,0.92,0,financial,baseline_linear
False,0.5735462675383619,0.5,8.620001608505845e-05,0.92,1,financial,baseline_linear
True,0.44776249412109803,10.391049976484393,0.001223881247060549,0.92,0,financial,baseline_linear
False,0.42547525400132774,0.5,8.640001760795712e-05,0.92,0,financial,baseline_linear
False,0.3672394208528212,0.5,8.58000130392611e-05,0.92,0,financial,baseline_linear
True,0.3720661024054945,10.088264409621978,0.0011860330512027473,0.92,0,financial,baseline_linear
False,0.4324886923006061,0.5,8.490000618621707e-05,0.92,0,financial,baseline_linear
True,0.35669156237948524,10.02676624951794,0.0011783457811897426,0.92,0,financial,baseline_linear
True,0.3924440553476851,10.169776221390741,0.0011962220276738424,0.92,0,financial,baseline_linear
True,0.4702452825783799,10.48098113031352,0.0012351226412891901,0.92,0,financial,baseline_linear
False,0.37994280828255356,0.5,8.620001608505845e-05,0.92,0,financial,baseline_linear
True,0.3217018392387525,9.88680735695501,0.0011608509196193763,0.92,0,financial,baseline_linear
True,0.3767797851874298,10.10711914074972,0.0011883898925937149,0.92,0,financial,baseline_linear
False,0.3702222213742242,0.5,9.600003249943256e-05,0.92,0,financial,baseline_linear
False,0.31010195187934225,0.5,9.200000204145908e-05,0.92,0,financial,baseline_linear
True,0.4447521455398318,10.379008582159328,0.001222376072769916,0.92,0,financial,baseline_linear
True,0.3555977325015866,10.022390930006347,0.0011777988662507932,0.92,0,financial,baseline_linear
False,0.3955171331258725,0.5,8.550001075491309e-05,0.92,0,financial,baseline_linear
False,0.38342173513444927,0.5,8.650001836940646e-05,0.92,0,financial,baseline_linear
True,0.2811775940270983,9.724710376108392,0.001140588797013549,0.92,0,financial,baseline_linear
True,0.44457869701663316,10.378314788066533,0.0012222893485083167,0.92,0,financial,baseline_linear
True,0.3460476343337865,9.984190537335147,0.0011730238171668932,0.92,0,financial,baseline_linear
False,0.3722802254941949,0.5,8.489994797855616e-05,0.92,0,financial,baseline_linear
False,0.4615380149278922,0.5,8.50000069476664e-05,0.92,0,financial,baseline_linear
True,0.5102056917590936,10.640822767036374,0.0012551028458795469,0.92,0,financial,baseline_linear
True,0.31064588993919584,9.842583559756784,0.0011553229449695979,0.92,0,financial,baseline_linear
False,0.37550187943978625,0.5,8.540000999346375e-05,0.92,0,financial,baseline_linear
True,0.4211034017381421,10.284413606952569,0.001210551700869071,0.92,0,financial,baseline_linear
True,0.45049928880741863,10.401997155229674,0.0012252496444037093,0.92,0,financial,baseline_linear
True,0.28024681258156353,9.720987250326255,0.0011401234062907817,0.92,0,financial,baseline_linear
False,0.37236422582980067,0.5,8.450000314041972e-05,0.92,0,financial,baseline_linear
True,0.5553459787563412,10.821383915025367,0.0012776729893781706,0.92,1,financial,baseline_linear
False,0.5286074493805774,0.5,8.480000542476773e-05,0.92,0,financial,baseline_linear
True,0.4009741737668609,10.203896695067444,0.0012004870868834307,0.92,0,financial,baseline_linear
True,0.33671865819202207,9.946874632768088,0.001168359329096011,0.92,0,financial,baseline_linear
False,0.4364799693670692,0.5,8.800002979114652e-05,0.92,0,financial,baseline_linear
True,0.610821037569551,11.043284150278204,0.0013054105187847757,0.92,0,financial,baseline_linear
True,0.2550438559015028,9.620175423606012,0.0011275219279507514,0.92,0,financial,baseline_linear
True,0.7806301444996943,11.722520577998777,0.0013903150722498472,0.92,1,financial,baseline_linear
False,0.6309185223269931,0.5,8.520000847056508e-05,0.92,1,financial,baseline_linear
True,0.4508561395308886,10.403424558123554,0.0012254280697654443,0.92,0,financial,baseline_linear
True,0.605065623196906,11.020262492787625,0.001302532811598453,0.92,1,financial,baseline_linear
False,0.425180356921344,0.5,8.510000770911574e-05,0.92,0,financial,baseline_linear
True,0.48708409885349646,10.548336395413985,0.0012435420494267481,0.92,0,financial,baseline_linear
True,0.4012102463934026,10.20484098557361,0.0012006051231967013,0.92,0,financial,baseline_linear
False,0.3834749102418977,0.5,8.750002598389983e-05,0.92,0,financial,baseline_linear
False,0.34552740225181444,0.5,0.00010649999603629112,0.92,0,financial,baseline_linear
True,0.2865907286438436,9.746362914575373,0.0011432953643219217,0.92,0,financial,baseline_linear
False,0.27425637612362247,0.5,8.569995407015085e-05,0.92,0,financial,baseline_linear
True,0.3444662713899571,9.977865085559829,0.0011722331356949786,0.92,0,financial,baseline_linear
False,0.4626606589152563,0.5,8.800002979114652e-05,0.92,0,financial,baseline_linear
True,0.3170392684881378,9.86815707395255,0.001158519634244069,0.92,0,financial,baseline_linear
False,0.2806899200957503,0.5,8.58000130392611e-05,0.92,0,financial,baseline_linear
False,0.3460835003140979,0.5,8.530000923201442e-05,0.92,0,financial,baseline_linear
True,0.36497511571003377,10.059900462840135,0.001182487557855017,0.92,0,financial,baseline_linear
False,0.3486037448913704,0.5,8.530000923201442e-05,0.92,0,financial,baseline_linear
True,0.3750891125512297,10.100356450204918,0.0011875445562756148,0.92,0,financial,baseline_linear
True,0.26983491242780105,9.679339649711205,0.0011349174562139007,0.92,0,financial,baseline_linear
False,0.29903346679658144,0.5,8.759996853768826e-05,0.92,0,financial,baseline_linear
False,0.4488992434197054,0.5,8.670001989230514e-05,0.92,0,financial,baseline_linear
True,0.3186636033904631,9.874654413561853,0.0011593318016952317,0.92,0,financial,baseline_linear
False,0.3930953168515906,0.5,8.600001456215978e-05,0.92,0,financial,baseline_linear
False,0.2825037849433727,0.5,8.590001380071044e-05,0.92,0,financial,baseline_linear
False,0.34720506318489547,0.5,8.540000999346375e-05,0.92,0,financial,baseline_linear
